-795.941546 -26.351181 4.963918 -26.948157 0.040802 0.135242 0.011990 0.023522
2.938763 -22.981469 2.242268 -22.220046 0.017482 0.098357 0.005314 0.027798
-7.929639 -4.263439 -7.201031 -4.510369 0.020385 0.013757 0.088212 0.047492
-8.549845 -4.970789 -8.974227 -4.805876 0.036539 0.026505 0.126875 0.074250
-15.303969 -23.054879 -14.113402 -22.645161 0.200256 0.015358 0.045821 0.015960
-13.388093 -3.119931 -13.128866 -3.385369 0.026979 0.015786 0.191297 0.045562
-16.486340 -524.987212 -14.902062 -26.388249 0.318218 0.062585 0.031544 0.027319
-110.756134 -12.004424 -11.005155 -12.017281 0.073708 0.038619 0.128226 0.030115
-9.528763 -9.760956 -7.427835 -11.566244 0.014290 0.006038 0.042987 0.012345
4.781753 -102.286192 5.082474 -1.192396 0.047405 0.023558 0.028940 0.169812
-696.797268 -26.481619 3.747423 -27.025922 0.061711 0.193926 0.009838 0.041153
-196.673247 -16.899937 3.242268 -17.253456 0.028410 0.105008 0.016149 0.072282
-107.612732 -10.491377 -7.670103 -9.938364 0.053803 0.024198 0.064895 0.055966
-6598.489588 -26.349729 -9999.000000 -26.720046 0.048367 0.177364 0.010572 0.034558
-5.754278 -18.232880 -6.020619 -18.264401 0.092763 0.082849 0.050389 0.064626
-18.067010 -12.029568 -18.293814 -12.120968 0.062740 0.014224 0.132066 0.013256
-7.701856 -13.696901 -8.175258 -14.863479 0.069118 0.052625 0.084598 0.100829
-6.079021 -22.535305 -6.463918 -26.616359 0.001962 0.001626 0.001510 0.001386
-395.495515 -25.402189 6.123711 -25.973502 0.058290 0.337604 0.017611 0.070595
-117.235052 -20.453900 -17.283505 -21.919355 0.082395 0.007208 0.064677 0.008585
-22.802062 -15.117304 -29.618557 -16.672811 0.081173 0.021828 0.086303 0.028835
-16.932216 -19.845570 -18.056701 -18.119240 0.079377 0.015758 0.048656 0.013882
-10.669175 -23.083911 -10.386598 -22.038594 0.247525 0.081293 0.052858 0.035373
-17.887526 -14.290662 -17.804124 -13.152650 0.154797 0.016923 0.146564 0.021542
-13.625567 -10.129977 -14.855670 -11.099654 0.042952 0.033215 0.121110 0.036986
4.084021 -18.373376 4.500000 -17.953341 0.018339 0.052147 0.007475 0.027953
-2.383711 -19.996071 -2.649485 -22.225230 0.052530 0.076686 0.035678 0.090953
2.806186 -13.499482 3.211340 -13.287442 0.012507 0.028866 0.019768 0.046715
-14.760876 -17.589919 -13.974227 -23.702765 0.186213 0.037359 0.058908 0.022130
-208.204175 -13.951348 -10.752577 -15.610023 0.001333 0.001505 0.001467 0.002027
-3.670206 -423.067759 -4.881443 -23.205069 0.109420 0.119377 0.018029 0.023825
-0.221907 -2.687609 -1.072165 -2.032258 0.018630 0.011848 0.049958 0.096545
-17.197577 -20.650541 -18.427835 -20.846198 0.176323 0.033167 0.067421 0.014875
-16.798041 -22.732310 -18.123711 -21.426843 0.225624 0.037355 0.074375 0.035046
-194.012113 -24.361538 6.381443 -25.159562 0.032752 0.240115 0.026088 0.064921
3.391237 -2.421446 1.793814 -2.099654 0.022096 0.014670 0.033156 0.138914
-10.097113 -5.445467 -10.695876 -5.671659 0.043987 0.026482 0.170172 0.070003
-18.252835 -21.108162 -18.608247 -21.292051 0.198852 0.029469 0.073636 0.018673
-6799.177216 -24.834712 -9999.000000 -25.009217 0.076283 0.173458 0.022128 0.050169
3.949227 -3.228024 5.144330 -2.493664 0.022247 0.019744 0.042171 0.115323
-694.271340 -19.985755 6.912371 -21.105415 0.027705 0.140252 0.032472 0.087540
-2.453454 -1.850962 -3.030928 -1.259793 0.018258 0.011251 0.072868 0.109872
-18.506804 -13.947097 -18.969072 -13.173387 0.153955 0.022097 0.157271 0.030596
-118.436546 -16.229706 -18.932990 -16.014401 0.062804 0.008756 0.085578 0.007712
-44.691289 -34.297828 -57.216495 -40.074885 0.122021 0.009090 0.032732 0.008037
-16.446031 -22.628416 -18.257732 -25.050691 0.143475 0.043432 0.035752 0.028215
-200.054278 -14.714844 -2.175258 -13.899194 0.060642 0.139535 0.031568 0.126974
5.953918 -4.687776 5.891753 -3.851959 0.025129 0.030730 0.029562 0.169105
-13.176289 -24.852909 -12.670103 -25.071429 0.167890 0.041703 0.038742 0.016457
-211.489794 -5.695351 -12.824742 -3.717166 0.056097 0.045469 0.169753 0.063363
-102.493247 -17.115916 -0.582474 -15.298963 0.110532 0.076428 0.047984 0.085530
3.013351 -12.776682 1.273196 -13.702189 0.016145 0.026829 0.018923 0.059183
-3.518918 -4.562523 -3.953608 -1.913018 0.014328 0.016562 0.037967 0.044647
-13.757062 -16.597742 -13.907216 -16.620968 0.086397 0.020012 0.068756 0.017323
-3.775155 -4.192517 -4.051546 -4.427419 0.022241 0.014412 0.077449 0.103345
-1.044227 -12.237615 -2.242268 -12.851959 0.052147 0.103983 0.099960 0.127699
-113.529588 -11.346947 -14.860825 -11.918779 0.048396 0.035241 0.096226 0.029857
3.244794 -10.518957 2.603093 -10.835253 0.018392 0.053504 0.020135 0.095049
-93.808814 -7.736371 7.242268 -7.828341 0.015716 0.024662 0.010924 0.112792
-0.211186 -0.948266 0.201031 -1.824885 0.012294 0.008603 0.020767 0.062835
3.483814 -13.207085 3.175258 -12.903802 0.024048 0.093903 0.025704 0.131825
-2.684794 -6.026060 -3.989691 -7.501728 0.046990 0.035880 0.083814 0.158548
-394.394845 -23.783278 6.865979 -23.396889 0.063536 0.253534 0.021369 0.068854
-511.621959 -9.046452 -15.010309 -7.055876 0.001146 0.001071 0.001293 0.001293
-98.250567 -3.393404 2.046392 -3.084677 0.013356 0.008695 0.027275 0.093245
1.452165 -14.330115 1.113402 -14.246544 0.051159 0.133466 0.053007 0.149327
-7.570670 -19.466751 -7.690722 -18.715438 0.120339 0.079881 0.057134 0.045207
-17.001289 -5.223422 -17.020619 -4.204493 0.058850 0.015822 0.229994 0.030593
-7.475258 -124.666020 -8.479381 -25.880184 0.108868 0.080421 0.041187 0.019763
-195.470876 -22.512287 4.479381 -23.127304 0.035902 0.164419 0.018843 0.057968
3.773814 -8.599821 4.216495 -7.932028 0.026158 0.049722 0.018704 0.148015
-8.471186 -22.121025 -8.231959 -22.557028 0.204261 0.098338 0.053733 0.067071
-12.213351 -10.934015 -16.000000 -10.156106 0.054308 0.055152 0.071642 0.113185
-214.713247 -3.794983 -14.484536 -3.997120 0.038196 0.018589 0.225253 0.050762
4.346546 -2.824735 5.154639 -2.612903 0.023638 0.025745 0.033014 0.161451
6.579485 -17.359942 7.010309 -16.392857 0.020277 0.134191 0.017695 0.096074
-15.715361 -21.305634 -15.695876 -22.557028 0.219842 0.034743 0.087628 0.029652
-13.294278 -24.497834 -15.061856 -25.004032 0.189610 0.039193 0.034384 0.020157
-12.166443 -425.056521 -12.706186 -26.248272 0.199904 0.069811 0.021669 0.022692
-202.470103 -24.766849 -1.773196 -26.030530 0.095151 0.133831 0.028469 0.043385
-7.492835 -2.335801 -8.010309 -1.342742 0.026018 0.015423 0.112429 0.081953
4.628041 -6.589597 4.443299 -8.180876 0.023892 0.026243 0.023681 0.187176
-6.365773 -20.984775 -6.283505 -21.152074 0.101587 0.073435 0.048132 0.054978
-3.616495 -6.982673 -3.417526 -7.071429 0.039956 0.030922 0.094778 0.119741
-4.686082 -625.009459 -4.917526 -26.948157 0.156454 0.173396 0.027153 0.047134
-10.215979 -10.489251 -7.855670 -8.974078 0.059494 0.029220 0.098390 0.058635
-7.765052 -9.814407 -7.804124 -8.455645 0.047931 0.046361 0.072200 0.055667
-2.835876 -16.058675 -2.025773 -15.656682 0.072936 0.077300 0.053043 0.072315
-2.856701 -2.250311 -2.902062 -2.032258 0.031110 0.017890 0.111441 0.156991
-111.913093 -8.572137 -12.159794 -8.326037 0.021768 0.003881 0.029046 0.018681
-97.064485 -5.854873 4.005155 -6.164171 0.035819 0.050275 0.054879 0.226141
4.732990 -8.515472 6.376289 -6.926267 0.008802 0.015810 0.009357 0.045878
3.741186 -3.209309 5.056701 -3.323157 0.020632 0.012783 0.043430 0.145161
-17.022732 -5.864879 -18.768041 -6.931452 0.025769 0.011063 0.122054 0.024127
-10.057680 -225.478669 -9.484536 -26.590438 0.198943 0.074577 0.027656 0.023124
-9.429124 -20.532961 -9.695876 -20.965438 0.118661 0.062586 0.052473 0.030984
-698.526186 -24.024764 1.195876 -24.521889 0.053536 0.165574 0.022839 0.053146
-1.062732 -17.833168 -0.329897 -17.958525 0.058146 0.105568 0.043362 0.084428
-795.917526 -22.981210 4.943299 -21.473502 0.060705 0.185374 0.008387 0.048987
-18.236495 -20.388836 -17.716495 -20.395161 0.065070 0.006329 0.023841 0.007773
-7.479536 -13.643295 -7.355670 -14.127304 0.038884 0.027080 0.064497 0.048543
-5.034639 -6.577984 -4.587629 -7.232143 0.025277 0.016804 0.076083 0.069084
-15.273969 -13.676215 -15.932990 -15.475230 0.092380 0.031101 0.088381 0.025551
5.209794 -24.548122 5.943299 -24.781106 0.039830 0.170847 0.015965 0.047106
-296.330928 -23.859643 4.170103 -22.997696 0.043466 0.159808 0.008815 0.039782
-105.774381 -6.261584 -6.546392 -6.874424 0.029405 0.025595 0.099146 0.118347
-6.462629 -323.444188 -5.974227 -24.153802 0.147726 0.093104 0.030300 0.030179
-6.405412 -16.246141 -5.448454 -15.304147 0.056873 0.068642 0.061504 0.038324
-112.725412 -12.991158 -11.860825 -13.266705 0.056527 0.026527 0.093654 0.035220
20.857165 -22.174061 33.731959 -21.877880 0.032803 0.147860 0.011964 0.061512
-3.107526 -4.761912 -2.664948 -3.369816 0.022149 0.026455 0.064967 0.080648
-6498.073041 -24.341475 -9999.000000 -24.324885 0.036740 0.168195 0.014415 0.040908
-9.344845 -7.160340 -8.046392 -6.760369 0.030774 0.032344 0.087100 0.068517
5.419381 -18.265904 5.510309 -18.362903 0.032742 0.137693 0.012573 0.090802
-196.041289 -17.790657 5.030928 -18.824309 0.027754 0.101543 0.026302 0.085244
-215.417216 -11.988715 -16.597938 -13.194124 0.029482 0.005994 0.060096 0.016743
-4.325155 -19.109136 -4.067010 -18.891705 0.115021 0.113034 0.050197 0.071433
-4.624124 -9.604234 -5.324742 -10.985599 0.024664 0.036520 0.068038 0.072218
-11.820206 -25.054787 -16.917526 -25.164747 0.329808 0.042274 0.060271 0.025579
-8.694381 -6.869188 -9.159794 -7.029954 0.054895 0.037711 0.146546 0.089943
-5.594330 -3.717373 -5.603093 -3.146889 0.020938 0.027388 0.075481 0.088534
-8.566186 -11.013854 -9.216495 -12.343894 0.070952 0.026930 0.128319 0.102285
3.054639 -24.394873 2.046392 -24.558180 0.069037 0.287578 0.022239 0.077759
-16.818402 -18.652656 -16.814433 -18.414747 0.147375 0.013701 0.076052 0.013722
3.326495 -14.937926 3.525773 -14.879032 0.049938 0.141101 0.035409 0.180658
-17.538557 -20.200490 -17.896907 -19.990783 0.130652 0.013652 0.064037 0.020894
-27.910309 -9.791803 -37.597938 -9.767281 0.059152 0.024458 0.116147 0.079531
